09182034-se-dk	p01-identity	INFO	SceneID login source id	se=1 dk=1 (ids are per node; ForgeSync must map them)
09182034-se-dk	p01-identity	CONFIRMED	First SceneID login creates the account automatically	landed on http://forgejo-se.test:3001/, session user 'p01a09182034-se-dk'
09182034-se-dk	p01-identity	INFO	How Forgejo records an auto-registered SceneID user	{"id":11,"login":"p01a09182034-se-dk","source_id":1,"login_name":"e9d8595a-7a52-4077-b2e8-74a462b4d34e"} (SceneID sub = e9d8595a-7a52-4077-b2e8-74a462b4d34e)
09182034-se-dk	p01-identity	CONFIRMED	login_name holds the SceneID sub	
09182034-se-dk	p01-identity	CONFIRMED	Admin API can look up a user by SceneID sub (source_id + login_name filter)	result: [p01a09182034-se-dk]
09182034-se-dk	p01-identity	CONFIRMED	Admin API can create a user bound to the SceneID source (no password)	HTTP 201  {"id":14,"login":"p01b09182034-se-dk","source_id":1,"login_name":"f5172eb9-df64-4973-a8fd-d21492eb193b"}
09182034-se-dk	p01-identity	CONFIRMED	First login attaches to the pre-created account (same id, no link page, no duplicate)	landed on http://forgejo-dk.test:3002/; session user 'p01b09182034-se-dk' id=14 (pre-created id=14); accounts with this name: 1
09182034-se-dk	p01-identity	CONFIRMED	ACCOUNT_LINKING=auto links SceneID to a pre-created local account	landed on http://forgejo-dk.test:3002/; session user 'p01c09182034-se-dk'; accounts now: [{"id":15,"login":"p01c09182034-se-dk","source_id":0,"login_name":""}]
09182034-se-dk	p01-identity	INFO	After linking, the account's source_id/login_name	[{"id":15,"login":"p01c09182034-se-dk","source_id":0,"login_name":""}] (source_id 0 means it is still a local account and keeps its local password)
09182034-se-dk	p01-identity	INFO	Login when the username differs but sub and email match	landed on http://forgejo-dk.test:3002/; session user 'p01d09182034-se-dkx' (pre-created as 'p01d09182034-se-dkx'). Shows whether Forgejo matches on sub, on email or on username.
09182034-se-dk	p01-identity	CONFIRMED	The sign-up page offers no local password registration	
09182034-se-dk	p01-identity	CONFIRMED	Local admin 'siteadmin' can still authenticate with a password	HTTP 200
09182034-se-dk	p01-identity	INFO	Local-source accounts on se (what a ForgeSync compliance check would flag, apart from admins)	forgesync(admin), p08ut3, pbx26340, siteadmin(admin)
09182034-se-dk	p01-identity	INFO	Local-source accounts on dk (what a ForgeSync compliance check would flag, apart from admins)	forgesync(admin), p01c09182034-se-dk, p01ct2, siteadmin(admin)
09182034-se-dk	p02-replica-protection	CONFIRMED	Owner can push while the repo is unprotected (sanity check)	   89d48dc..e22d695  HEAD -> main 
09182034-se-dk	p02-replica-protection	CONFIRMED	Owner's push to main is rejected (apply_to_admins=false)	remote: Forgejo: Not allowed to push to protected branch main          ! [remote rejected] HEAD -> main (pre-receive hook declined) error: failed to push some refs to 'http://forgejo-dk.test:3002/alice/p02-09182034-se-dk.git' 
09182034-se-dk	p02-replica-protection	CONFIRMED	Owner's push to main is rejected	remote: Forgejo: Not allowed to push to protected branch main          ! [remote rejected] HEAD -> main (pre-receive hook declined) error: failed to push some refs to 'http://forgejo-dk.test:3002/alice/p02-09182034-se-dk.git' 
09182034-se-dk	p02-replica-protection	CONFIRMED	Owner can't create a new branch by pushing	remote: Forgejo: Not allowed to push to protected branch alice-feature          ! [remote rejected] HEAD -> alice-feature (pre-receive hook declined) error: failed to push some refs to 'http://forgejo-dk.test:3002/alice/p02-09182034-se-dk.git' 
09182034-se-dk	p02-replica-protection	CONFIRMED	Owner can't push a tag	remote: Forgejo: Tag alice-tag is protected          ! [remote rejected] alice-tag -> alice-tag (pre-receive hook declined) error: failed to push some refs to 'http://forgejo-dk.test:3002/alice/p02-09182034-se-dk.git' 
09182034-se-dk	p02-replica-protection	CONFIRMED	Owner can't commit through the contents API (web editor path)	HTTP 403 user cannot commit to repo [user: alice]
09182034-se-dk	p02-replica-protection	CONFIRMED	Owner can't create a branch through the API	HTTP 500 
09182034-se-dk	p02-replica-protection	INFO	Branch protection doesn't restrict issues (owner creating an issue)	HTTP 201 - issues need their own policy
09182034-se-dk	p02-replica-protection	CONFIRMED	ForgeSync can push to main	   e22d695..acaf804  HEAD -> main 
09182034-se-dk	p02-replica-protection	CONFIRMED	ForgeSync can create a branch	remote: Create a new pull request for 'replicated-branch':         remote:   http://forgejo-dk.test:3002/alice/p02-09182034-se-dk/compare/main...replicated-branch          * [new branch]      HEAD -> replicated-branch 
09182034-se-dk	p02-replica-protection	CONFIRMED	ForgeSync can push a tag	 * [new tag]         v1.0 -> v1.0 
09182034-se-dk	p02-replica-protection	CONFIRMED	A push whose expected old value is stale is rejected (safe replication)	 ! [rejected]        HEAD -> main (stale info) error: failed to push some refs to 'http://forgejo-dk.test:3002/alice/p02-09182034-se-dk.git' 
09182034-se-dk	p02-replica-protection	CONFIRMED	A push with the correct expected old value succeeds	   acaf804..9f6b378  HEAD -> main 
09182034-se-dk	p02-replica-protection	INFO	ForgeSync force-push to a protected branch	exit 1: remote: Forgejo: branch main is protected from force push          ! [remote rejected] HEAD -> main (pre-receive hook declined) error: failed to push some refs to 'http://forgejo-dk.test:3002/alice/p02-09182034-se-dk.git' 
09182034-se-dk	p02-replica-protection	REFUTED	Owner can't delete the replica's branch rule	HTTP 204 . If the owner can remove it, protection alone isn't enough; users would need a lower role than owner/admin, or ForgeSync must detect and restore the rule.
09182034-se-dk	p03-mirror-and-migration	INFO	Deleting issue #2 on the source to leave a numbering gap	HTTP 204
09182034-se-dk	p03-mirror-and-migration	CONFIRMED	ForgeSync can create a pull mirror on DK of a repo on SE	HTTP 201 
09182034-se-dk	p03-mirror-and-migration	CONFIRMED	Owner can't push to the mirror	remote: mirror repository is read-only fatal: unable to access 'http://forgejo-dk.test:3002/alice/p03-09182034-se-dk-mirror.git/': The requested URL returned error: 403 
09182034-se-dk	p03-mirror-and-migration	INFO	ForgeSync push to the mirror	exit 128: remote: mirror repository is read-only fatal: unable to access 'http://forgejo-dk.test:3002/alice/p03-09182034-se-dk-mirror.git/': The requested URL returned error: 403  (rejected means ForgeSync can only update it via mirror-sync)
09182034-se-dk	p03-mirror-and-migration	CONFIRMED	mirror-sync pulls a new source commit on demand	mirror-sync HTTP 200; landed after about 2s
09182034-se-dk	p03-mirror-and-migration	INFO	Creating an issue on a mirror	HTTP 201 
09182034-se-dk	p03-mirror-and-migration	CONFIRMED	The API can't convert a mirror into a normal repository (promotion needs another route)	PATCH {mirror:false} -> HTTP 200; mirror is now: true
09182034-se-dk	p03-mirror-and-migration	CONFIRMED	Forgejo can migrate a repo with metadata from another Forgejo	HTTP 201 
